data:text/csv;charset=utf-8,10,1,1000
10,0,1000
10,0,1000
10,0,1000
10,0,1000
10,1,1000
10,0,1000
10,0,1000
10,0,1000
10,1,1000
30,0,1000
30,0,1000
30,1,1000
30,0,1000
30,0,1000
30,0,1000
30,1,1000
30,0,1000
30,0,1000
30,1,1000
100,0,1000
100,0,1000
100,0,1000
100,1,1000
100,0,1000
100,0,1000
100,0,1000
100,0,1000
100,0,1000
100,0,1000
300,1,1000
300,1,1000
300,0,1000
300,0,1000
300,0,1000
300,0,1000
300,0,1000
300,0,1000
300,1,1000
300,0,1000
1000,0,1000
1000,0,1000
1000,0,1000
1000,0,1000
1000,0,1000
1000,0,1000
1000,0,1000
1000,0,1000
1000,1,1000
1000,0,1000
3000,0,1000
3000,0,1000
3000,0,1000
3000,0,1000
3000,0,1000
3000,0,1000
3000,0,1000
3000,0,1000
3000,0,1000
3000,0,1000
10000,1,1000
10000,0,1000
10000,0,1000
10000,0,1000
10000,1,1000
10000,0,1000
10000,0,1000
10000,1,1000
10000,0,1000
10000,0,1000
30000,1,1000
30000,1,1000
30000,0,1000
30000,2,1000
30000,1,1000
30000,1,1000
30000,0,1000
30000,3,1000
30000,1,1000
30000,1,1000
100000,5,1000
100000,7,1000
100000,8,1000
100000,6,1000
100000,8,1000
100000,6,1000
100000,7,1000
100000,4,1000
100000,3,1000
100000,4,1000

